day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;151000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1536.0
-1;151000;KELP;2013;27;;;;;2017;27;;;;;2015.0;514.828125
-1;151100;KELP;2015;1;2013;30;;;2016;25;;;;;2015.5;521.9140625
-1;151100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1536.0
-1;151200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1536.0
-1;151200;KELP;2013;24;;;;;2017;24;;;;;2015.0;505.609375
-1;151300;KELP;2015;1;2014;8;2013;27;2017;27;;;;;2016.0;505.8515625
-1;151300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1536.0
-1;151400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1536.0
-1;151400;KELP;2013;22;;;;;2017;22;;;;;2015.0;510.953125
-1;151500;KELP;2014;31;;;;;2017;32;;;;;2015.5;478.90625
-1;151500;RAINFOREST_RESIN;9996;2;9995;30;;;10002;9;10004;2;10005;30;9999.0;1536.0
-1;151600;RAINFOREST_RESIN;10002;3;9998;1;9995;20;10005;20;;;;;10003.5;1536.0
-1;151600;KELP;2016;12;2014;20;;;2017;20;;;;;2016.5;466.703125
-1;151700;KELP;2014;30;;;;;2017;30;;;;;2015.5;473.2265625
-1;151700;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1547.0
-1;151800;RAINFOREST_RESIN;9998;2;9996;1;9995;29;10004;1;10005;29;;;10001.0;1547.0
-1;151800;KELP;2014;30;;;;;2017;30;;;;;2015.5;478.1328125
-1;151900;KELP;2014;27;;;;;2016;1;2017;27;;;2015.0;483.1328125
-1;151900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1547.0
-1;152000;RAINFOREST_RESIN;9995;23;;;;;9998;11;10005;23;;;9996.5;1547.0
-1;152000;KELP;2014;23;;;;;2017;23;;;;;2015.5;491.9296875
-1;152100;KELP;2014;28;;;;;2017;28;;;;;2015.5;492.671875
-1;152100;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1567.0
-1;152200;RAINFOREST_RESIN;9995;28;;;;;10002;2;10005;28;;;9998.5;1567.0
-1;152200;KELP;2014;23;;;;;2017;28;;;;;2015.5;481.28125
-1;152300;KELP;2014;27;;;;;2017;27;;;;;2015.5;493.8515625
-1;152300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1567.0
-1;152400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1569.0
-1;152400;KELP;2014;10;2013;22;;;2017;24;;;;;2015.5;495.9765625
-1;152500;KELP;2013;32;;;;;2017;32;;;;;2015.0;506.8671875
-1;152500;RAINFOREST_RESIN;9996;2;9995;30;;;10002;5;10004;2;10005;30;9999.0;1569.0
-1;152600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1569.0
-1;152600;KELP;2013;26;;;;;2017;27;;;;;2015.0;507.828125
-1;152700;KELP;2014;4;2013;26;;;2017;26;;;;;2015.5;498.203125
-1;152700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;1569.0
-1;152800;RAINFOREST_RESIN;9998;5;9995;29;;;10005;29;;;;;10001.5;1569.0
-1;152800;KELP;2013;29;;;;;2015;4;2017;29;;;2014.0;505.2109375
-1;152900;KELP;2014;5;2013;26;;;2016;1;2017;25;;;2015.0;510.7734375
-1;152900;RAINFOREST_RESIN;10000;5;9998;1;9996;1;10004;1;10005;25;;;10002.0;1569.0
-1;153000;RAINFOREST_RESIN;9995;30;;;;;10002;9;10005;30;;;9998.5;1569.0
-1;153000;KELP;2015;1;2013;30;;;2017;30;;;;;2016.0;508.1328125
-1;153100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1572.0
-1;153100;KELP;2013;21;;;;;2017;21;;;;;2015.0;504.0234375
-1;153200;RAINFOREST_RESIN;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;1572.0
-1;153200;KELP;2013;22;;;;;2017;22;;;;;2015.0;507.9296875
-1;153300;KELP;2013;24;;;;;2017;24;;;;;2015.0;507.9140625
-1;153300;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1572.0
-1;153400;KELP;2014;6;2013;20;;;2017;20;;;;;2015.5;509.140625
-1;153400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1572.0
-1;153500;RAINFOREST_RESIN;9995;21;;;;;9998;1;10005;21;;;9996.5;1572.0
-1;153500;KELP;2015;2;2014;7;2013;21;2017;21;;;;;2016.0;505.171875
-1;153600;RAINFOREST_RESIN;9998;5;9996;1;9995;21;10004;1;10005;21;;;10001.0;1575.0
-1;153600;KELP;2013;22;;;;;2017;22;;;;;2015.0;502.1953125
-1;153700;KELP;2014;26;;;;;2017;21;;;;;2015.5;490.1015625
-1;153700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1575.0
-1;153800;KELP;2014;27;;;;;2017;27;;;;;2015.5;489.0
-1;153800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1575.0
-1;153900;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1575.0
-1;153900;KELP;2014;27;;;;;2017;2;2018;25;;;2015.5;462.21875
-1;154000;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;1575.0
-1;154000;KELP;2015;29;;;;;2017;3;2018;29;;;2016.0;433.3515625
-1;154100;KELP;2015;20;;;;;2018;20;;;;;2016.5;428.1015625
-1;154100;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1575.0
-1;154200;KELP;2015;29;;;;;2018;29;;;;;2016.5;431.78125
-1;154200;RAINFOREST_RESIN;9998;5;9996;1;9995;28;10004;1;10005;28;;;10001.0;1575.0
-1;154300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1575.0
-1;154300;KELP;2015;21;;;;;2018;21;;;;;2016.5;438.9453125
-1;154400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;1577.0
-1;154400;KELP;2015;29;;;;;2018;29;;;;;2016.5;432.90625
-1;154500;KELP;2015;25;;;;;2018;25;;;;;2016.5;427.859375
-1;154500;RAINFOREST_RESIN;9995;25;;;;;10002;3;10005;25;;;9998.5;1577.0
-1;154600;KELP;2015;27;;;;;2019;27;;;;;2017.0;401.7578125
-1;154600;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1577.0
-1;154700;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1577.0
-1;154700;KELP;2015;30;;;;;2019;30;;;;;2017.0;394.6640625
-1;154800;RAINFOREST_RESIN;10002;1;9998;8;9996;1;10004;1;10005;28;;;10003.0;1577.0
-1;154800;KELP;2016;32;;;;;2019;29;;;;;2017.5;386.7109375
-1;154900;KELP;2015;28;;;;;2019;28;;;;;2017.0;415.265625
-1;154900;RAINFOREST_RESIN;9995;28;;;;;9998;1;10005;28;;;9996.5;1579.0
-1;155000;KELP;2015;22;;;;;2019;22;;;;;2017.0;401.7890625
-1;155000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1581.0
-1;155100;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1581.0
-1;155100;KELP;2015;27;;;;;2019;28;;;;;2017.0;413.9140625
-1;155200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;1581.0
-1;155200;KELP;2015;28;;;;;2018;28;;;;;2016.5;429.90625
-1;155300;KELP;2014;27;;;;;2018;27;;;;;2016.0;454.8046875
-1;155300;RAINFOREST_RESIN;9998;8;9995;27;;;10005;27;;;;;10001.5;1583.0
-1;155400;KELP;2014;31;;;;;2017;23;;;;;2015.5;484.5078125
-1;155400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1583.0
-1;155500;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10002;6;10004;1;9997.0;1583.0
-1;155500;KELP;2014;29;;;;;2016;6;2017;29;;;2015.0;472.3984375
-1;155600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1585.0
-1;155600;KELP;2015;2;2014;32;;;2018;32;;;;;2016.5;456.859375
-1;155700;KELP;2014;22;;;;;2016;2;2018;22;;;2015.0;464.859375
-1;155700;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1585.0
-1;155800;KELP;2014;30;;;;;2016;3;2017;30;;;2015.0;477.5234375
-1;155800;RAINFOREST_RESIN;9996;2;9995;28;;;10002;5;10004;2;10005;28;9999.0;1586.0
-1;155900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1586.0
-1;155900;KELP;2014;30;;;;;2016;3;2017;30;;;2015.0;479.75
-1;156000;RAINFOREST_RESIN;9998;9;9996;1;9995;25;10004;1;10005;25;;;10001.0;1586.0
-1;156000;KELP;2014;26;;;;;2017;26;;;;;2015.5;477.2421875
-1;156100;KELP;2014;28;;;;;2017;28;;;;;2015.5;477.390625
-1;156100;RAINFOREST_RESIN;9998;6;9996;1;9995;27;10004;1;10005;27;;;10001.0;1586.0
-1;156200;KELP;2014;24;;;;;2017;2;2018;22;;;2015.5;465.1484375
-1;156200;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1586.0
-1;156300;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;1586.0
-1;156300;KELP;2014;29;;;;;2015;3;2017;29;;;2014.5;474.625
-1;156400;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;1586.0
-1;156400;KELP;2014;28;;;;;2017;23;;;;;2015.5;473.03125
-1;156500;KELP;2014;29;;;;;2017;29;;;;;2015.5;473.046875
-1;156500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;1588.0
-1;156600;KELP;2015;23;;;;;2018;24;;;;;2016.5;444.2578125
-1;156600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1588.0
-1;156700;RAINFOREST_RESIN;9998;6;9995;27;;;10005;27;;;;;10001.5;1590.0
-1;156700;KELP;2015;31;;;;;2018;27;;;;;2016.5;430.875
-1;156800;RAINFOREST_RESIN;9998;7;9996;2;9995;22;10004;2;10005;22;;;10001.0;1590.0
-1;156800;KELP;2015;32;;;;;2018;24;;;;;2016.5;436.1171875
-1;156900;KELP;2014;24;;;;;2015;5;2018;25;;;2014.5;448.3203125
-1;156900;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1590.0
-1;157000;KELP;2014;21;;;;;2016;8;2018;22;;;2015.0;449.0546875
-1;157000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1590.0
-1;157100;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10002;2;10004;2;9997.0;1590.0
-1;157100;KELP;2014;24;;;;;2018;24;;;;;2016.0;458.3359375
-1;157200;RAINFOREST_RESIN;9995;22;;;;;10002;3;10005;22;;;9998.5;1592.0
-1;157200;KELP;2015;1;2014;22;;;2018;22;;;;;2016.5;460.984375
-1;157300;KELP;2014;22;;;;;2015;4;2017;22;;;2014.5;469.0625
-1;157300;RAINFOREST_RESIN;9995;22;;;;;10000;4;10005;22;;;9997.5;1592.0
-1;157400;KELP;2014;16;;;;;2017;25;;;;;2015.5;468.1328125
-1;157400;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;1592.0
-1;157500;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;1594.0
-1;157500;KELP;2014;25;;;;;2017;26;;;;;2015.5;468.1875
-1;157600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1594.0
-1;157600;KELP;2014;24;;;;;2015;3;2017;24;;;2014.5;474.6875
-1;157700;KELP;2016;1;2014;25;;;2017;25;;;;;2016.5;467.4609375
-1;157700;RAINFOREST_RESIN;9996;2;9995;23;;;10002;6;10004;2;10005;23;9999.0;1594.0
-1;157800;KELP;2014;23;;;;;2017;23;;;;;2015.5;472.2109375
-1;157800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;4;10004;1;10005;22;9999.0;1594.0
-1;157900;RAINFOREST_RESIN;9995;24;;;;;10002;4;10005;24;;;9998.5;1594.0
-1;157900;KELP;2014;31;;;;;2017;24;;;;;2015.5;473.3046875
-1;158000;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1594.0
-1;158000;KELP;2014;29;;;;;2017;29;;;;;2015.5;478.8671875
-1;158100;KELP;2014;22;;;;;2017;23;;;;;2015.5;492.6875
-1;158100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1594.0
-1;158200;KELP;2014;26;;;;;2017;26;;;;;2015.5;490.1640625
-1;158200;RAINFOREST_RESIN;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;1594.0
-1;158300;RAINFOREST_RESIN;9996;1;9995;30;;;9998;5;10004;1;10005;30;9997.0;1596.0
-1;158300;KELP;2014;31;;;;;2017;31;;;;;2015.5;483.421875
-1;158400;RAINFOREST_RESIN;9996;1;9995;30;;;9998;5;10004;1;10005;30;9997.0;1606.0
-1;158400;KELP;2016;1;2014;31;;;2017;31;;;;;2016.5;488.75
-1;158500;KELP;2014;22;;;;;2017;22;;;;;2015.5;481.3125
-1;158500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1616.0
-1;158600;KELP;2014;27;;;;;2016;2;2017;27;;;2015.0;477.25
-1;158600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1616.0
-1;158700;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;1616.0
-1;158700;KELP;2014;29;;;;;2016;5;2017;29;;;2015.0;478.7109375
-1;158800;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1616.0
-1;158800;KELP;2016;4;2014;24;;;2017;24;;;;;2016.5;477.796875
-1;158900;KELP;2014;32;;;;;2017;32;;;;;2015.5;470.109375
-1;158900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1616.0
-1;159000;KELP;2015;1;2014;26;;;2018;27;;;;;2016.5;449.125
-1;159000;RAINFOREST_RESIN;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;1616.0
-1;159100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1616.0
-1;159100;KELP;2014;31;;;;;2017;26;;;;;2015.5;472.078125
-1;159200;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;1616.0
-1;159200;KELP;2014;30;;;;;2017;30;;;;;2015.5;466.9296875
-1;159300;KELP;2014;20;;;;;2018;21;;;;;2016.0;461.28125
-1;159300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1621.0
-1;159400;RAINFOREST_RESIN;10000;6;9998;6;9996;1;10004;1;10005;23;;;10002.0;1621.0
-1;159400;KELP;2016;6;2014;24;;;2018;24;;;;;2017.0;450.71875
-1;159500;KELP;2014;26;;;;;2018;26;;;;;2016.0;452.84375
-1;159500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1621.0
-1;159600;RAINFOREST_RESIN;9998;8;9996;1;9995;23;10004;1;10005;23;;;10001.0;1621.0
-1;159600;KELP;2016;1;2014;24;;;2018;24;;;;;2017.0;458.3671875
-1;159700;KELP;2014;30;;;;;2017;1;2018;29;;;2015.5;462.640625
-1;159700;RAINFOREST_RESIN;9996;1;9995;29;;;9998;4;10004;1;10005;29;9997.0;1621.0
-1;159800;RAINFOREST_RESIN;9995;20;;;;;10002;3;10005;20;;;9998.5;1629.0
-1;159800;KELP;2014;20;;;;;2018;20;;;;;2016.0;465.1796875
-1;159900;KELP;2014;25;;;;;2015;5;2017;1;2018;24;2014.5;464.140625
-1;159900;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10000;5;10004;1;10005;24;9999.0;1629.0
-1;160000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1629.0
-1;160000;KELP;2014;26;;;;;2018;26;;;;;2016.0;459.984375
-1;160100;KELP;2015;33;;;;;2018;26;;;;;2016.5;435.0078125
-1;160100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1631.0
-1;160200;RAINFOREST_RESIN;9998;4;9996;1;9995;23;10004;1;10005;23;;;10001.0;1631.0
-1;160200;KELP;2014;24;;;;;2016;5;2017;1;2018;23;2015.0;461.1484375
-1;160300;KELP;2014;29;;;;;2017;26;;;;;2015.5;468.703125
-1;160300;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;1631.0
-1;160400;RAINFOREST_RESIN;9995;23;;;;;9998;1;10002;8;10005;23;9996.5;1633.0
-1;160400;KELP;2017;1;2014;23;;;2018;23;;;;;2017.5;453.9609375
-1;160500;KELP;2014;24;;;;;2018;24;;;;;2016.0;460.015625
-1;160500;RAINFOREST_RESIN;9998;4;9996;2;9995;22;10004;2;10005;22;;;10001.0;1635.0
-1;160600;RAINFOREST_RESIN;10002;1;9996;2;9995;20;10004;2;10005;20;;;10003.0;1635.0
-1;160600;KELP;2014;22;;;;;2017;22;;;;;2015.5;469.484375
-1;160700;KELP;2014;26;;;;;2017;24;;;;;2015.5;473.2890625
-1;160700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1637.0
-1;160800;RAINFOREST_RESIN;10002;2;9996;2;9995;27;10004;2;10005;27;;;10003.0;1637.0
-1;160800;KELP;2015;2;2014;27;;;2018;29;;;;;2016.5;445.1015625
-1;160900;KELP;2015;3;2014;30;;;2018;30;;;;;2016.5;456.4765625
-1;160900;RAINFOREST_RESIN;10000;3;9996;1;9995;29;10004;1;10005;29;;;10002.0;1641.0
-1;161000;RAINFOREST_RESIN;9995;27;;;;;10002;3;10005;27;;;9998.5;1641.0
-1;161000;KELP;2014;27;;;;;2015;8;2018;27;;;2014.5;463.5546875
-1;161100;KELP;2014;28;;;;;2018;28;;;;;2016.0;454.84375
-1;161100;RAINFOREST_RESIN;9995;28;;;;;10002;10;10005;28;;;9998.5;1641.0
-1;161200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1641.0
-1;161200;KELP;2014;31;;;;;2017;1;2018;30;;;2015.5;460.875
-1;161300;KELP;2014;20;;;;;2018;20;;;;;2016.0;457.9296875
-1;161300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1641.0
-1;161400;RAINFOREST_RESIN;9998;7;9996;1;9995;26;10004;1;10005;26;;;10001.0;1641.0
-1;161400;KELP;2015;3;2014;27;;;2017;1;2018;26;;;2016.0;461.1328125
-1;161500;KELP;2014;22;;;;;2018;22;;;;;2016.0;456.5078125
-1;161500;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1641.0
-1;161600;RAINFOREST_RESIN;9996;2;9995;20;;;9998;1;10004;2;10005;20;9997.0;1641.0
-1;161600;KELP;2014;22;;;;;2018;22;;;;;2016.0;456.1328125
-1;161700;KELP;2016;7;2014;26;;;2018;26;;;;;2017.0;456.125
-1;161700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1643.0
-1;161800;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1643.0
-1;161800;KELP;2014;21;;;;;2018;21;;;;;2016.0;452.5
-1;161900;KELP;2015;23;;;;;2018;23;;;;;2016.5;442.2890625
-1;161900;RAINFOREST_RESIN;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;1643.0
-1;162000;KELP;2015;28;;;;;2018;23;;;;;2016.5;432.6328125
-1;162000;RAINFOREST_RESIN;9998;1;9995;23;;;10005;23;;;;;10001.5;1643.0
-1;162100;RAINFOREST_RESIN;9998;4;9996;1;9995;24;10004;1;10005;24;;;10001.0;1643.0
-1;162100;KELP;2015;29;;;;;2018;25;;;;;2016.5;415.90625
-1;162200;RAINFOREST_RESIN;9995;20;;;;;10002;10;10005;20;;;9998.5;1643.0
-1;162200;KELP;2015;20;;;;;2019;20;;;;;2017.0;407.609375
-1;162300;KELP;2016;5;2015;30;;;2019;30;;;;;2017.5;409.8125
-1;162300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1643.0
-1;162400;KELP;2015;24;;;;;2016;5;2019;24;;;2015.5;405.203125
-1;162400;RAINFOREST_RESIN;9996;2;9995;22;;;10000;5;10004;2;10005;22;9998.0;1643.0
-1;162500;RAINFOREST_RESIN;9998;2;9996;2;9995;22;10004;2;10005;22;;;10001.0;1643.0
-1;162500;KELP;2015;24;;;;;2017;5;2019;24;;;2016.0;409.15625
-1;162600;RAINFOREST_RESIN;9995;21;;;;;10000;5;10002;3;10005;21;9997.5;1643.0
-1;162600;KELP;2015;21;;;;;2017;4;2019;21;;;2016.0;396.3359375
-1;162700;KELP;2016;24;;;;;2019;24;;;;;2017.5;383.8828125
-1;162700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1643.0
-1;162800;KELP;2016;29;;;;;2018;8;2019;29;;;2017.0;390.1953125
-1;162800;RAINFOREST_RESIN;9998;5;9996;2;9995;27;10004;2;10005;27;;;10001.0;1643.0
-1;162900;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1643.0
-1;162900;KELP;2016;23;;;;;2018;3;2019;23;;;2017.0;393.1015625
-1;163000;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1647.0
-1;163000;KELP;2016;1;2015;29;;;2019;30;;;;;2017.5;394.6640625
-1;163100;KELP;2015;28;;;;;2019;28;;;;;2017.0;399.8046875
-1;163100;RAINFOREST_RESIN;9996;1;9995;27;;;9998;4;10002;7;10004;1;9997.0;1647.0
-1;163200;KELP;2015;21;;;;;2019;21;;;;;2017.0;403.7421875
-1;163200;RAINFOREST_RESIN;9995;21;;;;;9998;1;10005;21;;;9996.5;1655.0
-1;163300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1657.0
-1;163300;KELP;2015;27;;;;;2018;27;;;;;2016.5;426.2265625
-1;163400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1657.0
-1;163400;KELP;2015;22;;;;;2018;22;;;;;2016.5;426.0546875
-1;163500;KELP;2015;2;2014;28;;;2016;2;2018;30;;;2015.5;445.4140625
-1;163500;RAINFOREST_RESIN;10002;3;9996;2;9995;28;10004;2;10005;28;;;10003.0;1657.0
-1;163600;KELP;2014;28;;;;;2017;1;2018;27;;;2015.5;461.375
-1;163600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1663.0
-1;163700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1663.0
-1;163700;KELP;2014;26;;;;;2018;26;;;;;2016.0;449.5703125
-1;163800;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;1663.0
-1;163800;KELP;2015;1;2014;25;;;2018;26;;;;;2016.5;449.046875
-1;163900;KELP;2015;24;;;;;2018;24;;;;;2016.5;440.40625
-1;163900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1665.0
-1;164000;KELP;2015;39;;;;;2018;31;;;;;2016.5;435.4140625
-1;164000;RAINFOREST_RESIN;9996;2;9995;29;;;9998;1;10004;2;10005;29;9997.0;1667.0
-1;164100;RAINFOREST_RESIN;9996;2;9995;22;;;10002;8;10004;2;10005;22;9999.0;1669.0
-1;164100;KELP;2015;26;;;;;2018;24;;;;;2016.5;428.7109375
-1;164200;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1669.0
-1;164200;KELP;2015;25;;;;;2019;25;;;;;2017.0;409.6015625
-1;164300;KELP;2015;26;;;;;2018;24;;;;;2016.5;416.3125
-1;164300;RAINFOREST_RESIN;9998;7;9996;1;9995;23;10004;1;10005;23;;;10001.0;1669.0
-1;164400;KELP;2017;2;2016;24;;;2020;26;;;;;2018.5;346.28125
-1;164400;RAINFOREST_RESIN;9998;7;9996;2;9995;24;10004;2;10005;24;;;10001.0;1669.0
-1;164500;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1669.0
-1;164500;KELP;2016;27;;;;;2020;27;;;;;2018.0;358.4609375
-1;164600;RAINFOREST_RESIN;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;1669.0
-1;164600;KELP;2018;1;2017;1;2016;23;2019;1;2020;22;;;2018.5;362.7421875
-1;164700;KELP;2016;26;;;;;2019;26;;;;;2017.5;385.7890625
-1;164700;RAINFOREST_RESIN;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;1671.0
-1;164800;KELP;2016;23;;;;;2019;2;2020;21;;;2017.5;363.8671875
-1;164800;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1671.0
-1;164900;RAINFOREST_RESIN;9996;1;9995;28;;;10000;5;10004;1;10005;28;9998.0;1676.0
-1;164900;KELP;2016;29;;;;;2017;5;2020;29;;;2016.5;358.8828125
-1;165000;RAINFOREST_RESIN;9996;2;9995;23;;;10002;8;10004;2;10005;23;9999.0;1676.0
-1;165000;KELP;2018;1;2016;25;;;2019;25;;;;;2018.5;365.7265625
-1;165100;KELP;2018;1;2016;30;;;2019;30;;;;;2018.5;375.5078125
-1;165100;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;1676.0
-1;165200;KELP;2016;21;;;;;2017;6;2018;5;2019;21;2016.5;386.375
-1;165200;RAINFOREST_RESIN;9995;21;;;;;10000;6;10005;21;;;9997.5;1676.0
-1;165300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1676.0
-1;165300;KELP;2016;22;;;;;2018;4;2019;22;;;2017.0;377.390625
-1;165400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1676.0
-1;165400;KELP;2016;24;;;;;2019;24;;;;;2017.5;384.59375
-1;165500;KELP;2017;4;2016;22;;;2019;22;;;;;2018.0;375.2578125
-1;165500;RAINFOREST_RESIN;10000;4;9998;6;9996;1;10004;1;10005;21;;;10002.0;1676.0
-1;165600;KELP;2016;26;;;;;2019;26;;;;;2017.5;371.046875
-1;165600;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;1676.0
-1;165700;RAINFOREST_RESIN;9996;2;9995;29;;;10002;6;10004;2;10005;29;9999.0;1678.0
-1;165700;KELP;2018;1;2016;31;;;2019;31;;;;;2018.5;373.515625
-1;165800;RAINFOREST_RESIN;9995;26;;;;;10002;3;10005;26;;;9998.5;1678.0
-1;165800;KELP;2016;26;;;;;2019;26;;;;;2017.5;370.0390625
-1;165900;KELP;2016;30;;;;;2019;30;;;;;2017.5;367.234375
-1;165900;RAINFOREST_RESIN;9995;30;;;;;9998;1;10005;30;;;9996.5;1678.0
-1;166000;KELP;2019;1;2017;1;2016;23;2020;24;;;;;2019.5;344.6640625
